pickup_location,dropoff_location,order_time,dispatch_time,estimated_delivery_time,actual_delivery_time,delivery_distance_km,num_items,traffic_level,vehicle_type
Dublin 8,Dublin 6,13-01-2024 19:47,13-01-2024 20:00,13-01-2024 20:06,13-01-2024 20:05,2.52,1,Low,Bike
Dublin 11,Dublin 4,13-01-2024 02:12,13-01-2024 02:19,13-01-2024 02:49,13-01-2024 02:50,9.34,5,Medium,Car
Dublin 9,Dublin 2,06-02-2024 11:24,06-02-2024 11:38,06-02-2024 11:51,06-02-2024 11:52,4.73,5,Medium,Car
Dublin 2,Dublin 9,22-02-2024 17:45,22-02-2024 17:52,22-02-2024 18:01,22-02-2024 18:01,4.15,5,Medium,Car
Dublin 2,Dublin 11,03-01-2024 05:33,03-01-2024 05:39,03-01-2024 05:48,03-01-2024 05:48,5.71,1,Low,Car
Dublin 9,Dublin 2,10-02-2024 02:00,10-02-2024 02:14,10-02-2024 02:25,10-02-2024 02:25,5.21,4,Low,Car
Dublin 2,Dublin 11,29-01-2024 13:48,29-01-2024 14:00,29-01-2024 14:19,29-01-2024 14:21,6.39,6,Medium,Bike
Dublin 14,Dublin 2,18-02-2024 15:07,18-02-2024 15:16,18-02-2024 15:24,18-02-2024 15:24,4.7,4,Low,Bike
Dublin 4,Dublin 6,10-01-2024 16:34,10-01-2024 16:37,10-01-2024 16:46,10-01-2024 16:46,3.48,1,Low,Bike
Dublin 2,Dublin 4,27-02-2024 11:46,27-02-2024 11:54,27-02-2024 12:00,27-02-2024 12:01,2.6,3,Medium,Car
Dublin 15,Dublin 9,27-02-2024 10:10,27-02-2024 10:16,27-02-2024 10:46,27-02-2024 10:40,10.55,3,Low,Car
Dublin 8,Dublin 15,06-01-2024 10:42,06-01-2024 10:48,06-01-2024 11:15,06-01-2024 11:18,9.01,3,Medium,Car
Dublin 1,Dublin 9,27-01-2024 11:07,27-01-2024 11:09,27-01-2024 11:16,27-01-2024 11:15,3.37,3,Medium,Bike
Dublin 15,Dublin 14,05-02-2024 07:54,05-02-2024 08:02,05-02-2024 08:32,05-02-2024 08:35,15.14,1,Medium,Car
Dublin 1,Dublin 12,22-02-2024 08:48,22-02-2024 08:59,22-02-2024 09:10,22-02-2024 09:12,5.7,5,Low,Car
Dublin 1,Dublin 12,10-01-2024 18:06,10-01-2024 18:19,10-01-2024 18:41,10-01-2024 18:41,5.82,2,High,Car
Dublin 14,Dublin 4,04-01-2024 21:30,04-01-2024 21:34,04-01-2024 21:41,04-01-2024 21:40,3.48,3,Medium,Car
Dublin 15,Dublin 4,03-02-2024 10:56,03-02-2024 11:02,03-02-2024 11:52,03-02-2024 11:55,13.68,5,High,Car
Dublin 15,Dublin 1,27-02-2024 18:11,27-02-2024 18:22,27-02-2024 18:50,27-02-2024 18:52,9.69,3,Medium,Car
Dublin 11,Dublin 8,24-01-2024 06:29,24-01-2024 06:41,24-01-2024 06:57,24-01-2024 06:57,6.32,5,High,Car
Dublin 4,Dublin 9,08-01-2024 18:02,08-01-2024 18:12,08-01-2024 18:25,08-01-2024 18:25,6.38,1,Medium,Bike
Dublin 11,Dublin 4,24-02-2024 11:53,24-02-2024 12:05,24-02-2024 12:38,24-02-2024 12:40,8.54,3,High,Bike
Dublin 9,Dublin 4,18-02-2024 05:55,18-02-2024 05:57,18-02-2024 06:12,18-02-2024 06:13,5.51,2,Medium,Bike
Dublin 9,Dublin 8,17-01-2024 17:47,17-01-2024 17:51,17-01-2024 18:03,17-01-2024 18:03,5.27,6,Medium,Bike
Dublin 4,Dublin 2,28-01-2024 06:10,28-01-2024 06:24,28-01-2024 06:32,28-01-2024 06:33,3.14,4,Medium,Car
Dublin 14,Dublin 1,31-01-2024 23:40,31-01-2024 23:55,01-02-2024 00:14,01-02-2024 00:14,5.62,2,Medium,Bike
Dublin 4,Dublin 15,16-01-2024 09:37,16-01-2024 09:49,16-01-2024 10:25,16-01-2024 10:31,13.17,2,Medium,Car
Dublin 6,Dublin 12,25-02-2024 21:51,25-02-2024 21:56,25-02-2024 22:07,25-02-2024 22:08,4.99,4,Medium,Bike
Dublin 6,Dublin 8,13-02-2024 00:34,13-02-2024 00:49,13-02-2024 00:57,13-02-2024 00:57,2.15,3,High,Van
Dublin 12,Dublin 8,05-02-2024 02:12,05-02-2024 02:21,05-02-2024 02:31,05-02-2024 02:31,4.86,4,Medium,Van
Dublin 15,Dublin 4,24-01-2024 02:08,24-01-2024 02:09,24-01-2024 02:38,24-01-2024 02:39,13.99,2,Medium,Car
Dublin 2,Dublin 14,12-01-2024 16:21,12-01-2024 16:26,12-01-2024 16:37,12-01-2024 16:37,4.2,1,Low,Car
Dublin 14,Dublin 4,10-02-2024 03:40,10-02-2024 03:42,10-02-2024 03:55,10-02-2024 03:54,3.11,3,High,Car
Dublin 9,Dublin 1,08-02-2024 02:21,08-02-2024 02:22,08-02-2024 02:34,08-02-2024 02:35,4.09,2,Medium,Bike
Dublin 2,Dublin 9,21-01-2024 18:30,21-01-2024 18:31,21-01-2024 18:49,21-01-2024 18:47,4.94,3,Medium,Car
Dublin 9,Dublin 4,13-01-2024 20:35,13-01-2024 20:36,13-01-2024 20:44,13-01-2024 20:45,5.1,4,Low,Car
Dublin 4,Dublin 12,11-02-2024 03:59,11-02-2024 04:09,11-02-2024 04:30,11-02-2024 04:30,7.53,4,Low,Bike
Dublin 4,Dublin 14,25-02-2024 18:07,25-02-2024 18:16,25-02-2024 18:22,25-02-2024 18:23,2.84,4,Medium,Bike
Dublin 2,Dublin 1,23-01-2024 00:52,23-01-2024 00:59,23-01-2024 01:03,23-01-2024 01:03,1.82,2,Medium,Bike
Dublin 12,Dublin 15,19-02-2024 03:01,19-02-2024 03:02,19-02-2024 03:24,19-02-2024 03:29,9,4,Medium,Car
Dublin 8,Dublin 11,01-01-2024 11:25,01-01-2024 11:35,01-01-2024 11:51,01-01-2024 11:53,6.4,2,Medium,Bike
Dublin 2,Dublin 14,03-02-2024 03:45,03-02-2024 03:47,03-02-2024 04:01,03-02-2024 04:05,4.25,3,High,Car
Dublin 14,Dublin 1,05-02-2024 20:57,05-02-2024 21:11,05-02-2024 21:27,05-02-2024 21:26,6.55,3,Medium,Van
Dublin 8,Dublin 1,02-02-2024 20:05,02-02-2024 20:18,02-02-2024 20:24,02-02-2024 20:25,2.46,1,Low,Car
Dublin 2,Dublin 15,31-01-2024 14:23,31-01-2024 14:26,31-01-2024 14:47,31-01-2024 14:45,10.74,2,Low,Van
Dublin 4,Dublin 12,13-02-2024 21:22,13-02-2024 21:33,13-02-2024 21:51,13-02-2024 21:51,6.91,5,Low,Car
Dublin 12,Dublin 1,28-01-2024 01:02,28-01-2024 01:06,28-01-2024 01:19,28-01-2024 01:18,5.27,6,Low,Bike
Dublin 8,Dublin 14,06-02-2024 13:56,06-02-2024 14:10,06-02-2024 14:26,06-02-2024 14:26,5.17,2,Medium,Car
Dublin 6,Dublin 8,02-02-2024 19:49,02-02-2024 20:03,02-02-2024 20:07,02-02-2024 20:07,1.92,6,Medium,Bike
Dublin 2,Dublin 9,10-02-2024 02:32,10-02-2024 02:47,10-02-2024 02:58,10-02-2024 02:58,4.12,6,Medium,Van
Dublin 9,Dublin 4,15-02-2024 11:58,15-02-2024 12:10,15-02-2024 12:21,15-02-2024 12:22,5.63,3,Medium,Car
Dublin 2,Dublin 11,08-01-2024 12:25,08-01-2024 12:32,08-01-2024 12:44,08-01-2024 12:43,5.74,1,Medium,Car
Dublin 9,Dublin 2,08-01-2024 14:54,08-01-2024 15:00,08-01-2024 15:14,08-01-2024 15:15,4.71,3,Medium,Car
Dublin 11,Dublin 4,10-02-2024 17:43,10-02-2024 17:49,10-02-2024 18:09,10-02-2024 18:09,8.86,5,Medium,Van
Dublin 15,Dublin 11,26-01-2024 07:46,26-01-2024 07:57,26-01-2024 08:13,26-01-2024 08:15,6.18,5,High,Bike
Dublin 11,Dublin 9,17-02-2024 00:51,17-02-2024 01:04,17-02-2024 01:14,17-02-2024 01:14,3.04,5,Medium,Bike
Dublin 15,Dublin 12,04-01-2024 12:01,04-01-2024 12:04,04-01-2024 12:22,04-01-2024 12:21,10.65,3,Low,Bike
Dublin 11,Dublin 15,04-01-2024 06:44,04-01-2024 06:54,04-01-2024 07:07,04-01-2024 07:06,6.21,1,Low,Bike
Dublin 12,Dublin 2,22-02-2024 13:45,22-02-2024 13:48,22-02-2024 14:03,22-02-2024 14:04,5.53,3,Medium,Car
Dublin 6,Dublin 2,03-01-2024 16:36,03-01-2024 16:48,03-01-2024 16:53,03-01-2024 16:52,2.39,3,Low,Van
Dublin 2,Dublin 8,25-01-2024 00:36,25-01-2024 00:48,25-01-2024 00:51,25-01-2024 00:51,1.42,2,Medium,Bike
Dublin 12,Dublin 6,12-01-2024 11:54,12-01-2024 11:57,12-01-2024 12:11,12-01-2024 12:10,3.86,1,High,Van
Dublin 12,Dublin 2,30-01-2024 10:09,30-01-2024 10:20,30-01-2024 10:40,30-01-2024 10:40,5.35,5,Medium,Car
Dublin 8,Dublin 4,28-02-2024 09:04,28-02-2024 09:07,28-02-2024 09:16,28-02-2024 09:16,3.6,5,Medium,Bike
Dublin 6,Dublin 4,22-01-2024 21:09,22-01-2024 21:22,22-01-2024 21:30,22-01-2024 21:28,2.94,0,Medium,Car
Dublin 12,Dublin 14,13-01-2024 03:29,13-01-2024 03:39,13-01-2024 04:10,13-01-2024 04:07,6.41,2,High,Bike
Dublin 12,Dublin 14,07-02-2024 17:23,07-02-2024 17:36,07-02-2024 17:51,07-02-2024 17:52,5.97,2,Medium,Bike
Dublin 9,Dublin 2,11-02-2024 06:59,11-02-2024 07:07,11-02-2024 07:19,11-02-2024 07:19,4.07,3,Medium,Van
Dublin 14,Dublin 15,17-01-2024 21:30,17-01-2024 21:43,17-01-2024 22:33,17-01-2024 22:21,13.96,7,High,Van
Dublin 1,Dublin 2,17-02-2024 11:48,17-02-2024 11:51,17-02-2024 11:56,17-02-2024 11:56,1.37,5,Medium,Van
Dublin 6,Dublin 9,17-02-2024 13:32,17-02-2024 13:47,17-02-2024 14:05,17-02-2024 14:05,6.31,3,Low,Bike
Dublin 14,Dublin 8,12-01-2024 17:26,12-01-2024 17:37,12-01-2024 17:50,12-01-2024 17:49,5.01,1,Medium,Car
Dublin 4,Dublin 15,23-02-2024 04:26,23-02-2024 04:29,23-02-2024 04:53,23-02-2024 04:57,13.21,4,Low,Van
Dublin 9,Dublin 15,05-01-2024 01:59,05-01-2024 02:13,05-01-2024 03:03,05-01-2024 03:06,10.57,1,High,Van
Dublin 15,Dublin 8,29-02-2024 14:24,29-02-2024 14:28,29-02-2024 14:56,29-02-2024 14:54,10.16,2,Medium,Car
Dublin 12,Dublin 14,27-01-2024 16:47,27-01-2024 16:58,27-01-2024 17:19,27-01-2024 17:17,6.12,3,High,Van
Dublin 11,Dublin 8,11-02-2024 14:46,11-02-2024 14:48,11-02-2024 15:10,11-02-2024 15:14,6.51,4,Medium,Car
Dublin 12,Dublin 6,01-02-2024 07:09,01-02-2024 07:19,01-02-2024 07:25,01-02-2024 07:24,3.65,4,Low,Bike
Dublin 9,Dublin 11,13-01-2024 05:39,13-01-2024 05:52,13-01-2024 06:01,13-01-2024 06:01,3.74,6,Medium,Bike
Dublin 12,Dublin 2,25-01-2024 16:18,25-01-2024 16:26,25-01-2024 16:40,25-01-2024 16:42,5.15,5,Low,Bike
Dublin 11,Dublin 15,08-02-2024 09:25,08-02-2024 09:29,08-02-2024 09:47,08-02-2024 09:46,6.59,5,High,Van
Dublin 15,Dublin 9,18-01-2024 14:41,18-01-2024 14:54,18-01-2024 15:09,18-01-2024 15:13,10.1,5,Low,Car
Dublin 8,Dublin 12,03-01-2024 10:37,03-01-2024 10:39,03-01-2024 10:51,03-01-2024 10:50,3.63,0,High,Van
Dublin 6,Dublin 15,02-02-2024 10:54,02-02-2024 10:55,02-02-2024 11:20,02-02-2024 11:17,12.32,2,Low,Van
Dublin 12,Dublin 8,19-02-2024 04:25,19-02-2024 04:26,19-02-2024 04:38,19-02-2024 04:39,3.41,3,High,Van
Dublin 9,Dublin 11,03-02-2024 15:24,03-02-2024 15:25,03-02-2024 15:36,03-02-2024 15:35,4.23,1,Medium,Bike
Dublin 14,Dublin 8,08-01-2024 00:37,08-01-2024 00:44,08-01-2024 00:54,08-01-2024 00:55,4.5,3,Medium,Bike
Dublin 15,Dublin 2,13-01-2024 01:04,13-01-2024 01:06,13-01-2024 01:31,13-01-2024 01:30,11.39,6,Medium,Bike
Dublin 9,Dublin 4,19-01-2024 10:50,19-01-2024 11:00,19-01-2024 11:18,19-01-2024 11:16,6.74,0,Medium,Bike
Dublin 4,Dublin 9,13-02-2024 10:54,13-02-2024 11:03,13-02-2024 11:15,13-02-2024 11:17,5.14,2,Medium,Car
Dublin 9,Dublin 15,30-01-2024 07:50,30-01-2024 07:53,30-01-2024 08:20,30-01-2024 08:19,11.09,1,Medium,Van
Dublin 15,Dublin 9,16-02-2024 12:14,16-02-2024 12:28,16-02-2024 12:57,16-02-2024 13:02,10.91,5,Medium,Car
Dublin 12,Dublin 1,03-02-2024 20:41,03-02-2024 20:47,03-02-2024 21:00,03-02-2024 20:59,6.42,4,Medium,Car
Dublin 1,Dublin 15,13-02-2024 12:45,13-02-2024 12:50,13-02-2024 13:18,13-02-2024 13:13,9.8,1,High,Car
Dublin 15,Dublin 6,06-01-2024 00:11,06-01-2024 00:21,06-01-2024 00:53,06-01-2024 00:55,12.66,6,Medium,Car
Dublin 11,Dublin 4,23-01-2024 09:05,23-01-2024 09:06,23-01-2024 09:27,23-01-2024 09:26,9.01,3,Medium,Bike
Dublin 12,Dublin 9,08-02-2024 10:50,08-02-2024 10:53,08-02-2024 11:19,08-02-2024 11:16,8.05,0,Medium,Car
Dublin 15,Dublin 12,07-01-2024 00:03,07-01-2024 00:15,07-01-2024 00:39,07-01-2024 00:34,9.48,3,Low,Bike
Dublin 12,Dublin 14,04-02-2024 15:11,04-02-2024 15:17,04-02-2024 15:39,04-02-2024 15:38,6.24,2,High,Car
Dublin 14,Dublin 9,28-02-2024 21:19,28-02-2024 21:32,28-02-2024 21:54,28-02-2024 21:53,8.93,4,Medium,Bike
Dublin 6,Dublin 8,21-02-2024 03:09,21-02-2024 03:14,21-02-2024 03:17,21-02-2024 03:17,1.88,3,Low,Bike
Dublin 8,Dublin 6,14-02-2024 20:14,14-02-2024 20:20,14-02-2024 20:26,14-02-2024 20:26,2.33,3,Medium,Van
Dublin 8,Dublin 2,22-02-2024 12:46,22-02-2024 12:57,22-02-2024 13:02,22-02-2024 13:01,2.22,2,Medium,Bike
Dublin 9,Dublin 4,27-01-2024 18:30,27-01-2024 18:31,27-01-2024 18:41,27-01-2024 18:41,5.64,2,Low,Bike
Dublin 12,Dublin 8,13-02-2024 22:33,13-02-2024 22:37,13-02-2024 22:42,13-02-2024 22:42,2.49,2,Low,Van
Dublin 8,Dublin 4,11-01-2024 06:36,11-01-2024 06:46,11-01-2024 07:00,11-01-2024 07:00,4.4,2,Medium,Bike
Dublin 14,Dublin 6,28-02-2024 09:36,28-02-2024 09:40,28-02-2024 09:44,28-02-2024 09:43,1.74,4,Low,Car
Dublin 2,Dublin 4,01-01-2024 19:19,01-01-2024 19:28,01-01-2024 19:37,01-01-2024 19:39,1.95,3,High,Car
Dublin 12,Dublin 6,27-01-2024 11:29,27-01-2024 11:35,27-01-2024 11:46,27-01-2024 11:46,3.96,4,Low,Car
Dublin 15,Dublin 6,19-02-2024 01:03,19-02-2024 01:15,19-02-2024 01:39,19-02-2024 01:41,12.12,1,Medium,Van
Dublin 4,Dublin 11,17-01-2024 08:00,17-01-2024 08:15,17-01-2024 08:36,17-01-2024 08:36,8.03,2,High,Bike
Dublin 12,Dublin 4,27-01-2024 16:21,27-01-2024 16:36,27-01-2024 16:52,27-01-2024 16:56,7.07,3,Low,Car
Dublin 9,Dublin 8,11-02-2024 16:32,11-02-2024 16:43,11-02-2024 16:59,11-02-2024 16:59,6,1,Medium,Van
Dublin 14,Dublin 12,26-01-2024 04:01,26-01-2024 04:05,26-01-2024 04:27,26-01-2024 04:28,5.67,1,High,Car
Dublin 8,Dublin 4,02-01-2024 14:46,02-01-2024 14:58,02-01-2024 15:13,02-01-2024 15:12,4.86,5,Medium,Car
Dublin 6,Dublin 4,25-02-2024 22:39,25-02-2024 22:53,25-02-2024 23:02,25-02-2024 23:02,3.39,1,Medium,Car
Dublin 9,Dublin 2,06-02-2024 19:38,06-02-2024 19:49,06-02-2024 19:56,06-02-2024 19:56,4.64,3,Low,Car
Dublin 6,Dublin 1,25-01-2024 01:41,25-01-2024 01:48,25-01-2024 01:55,25-01-2024 01:55,4.11,4,Low,Van
Dublin 8,Dublin 15,22-02-2024 11:28,22-02-2024 11:29,22-02-2024 11:51,22-02-2024 11:50,10.12,6,Low,Bike
Dublin 2,Dublin 12,29-01-2024 06:13,29-01-2024 06:16,29-01-2024 06:31,29-01-2024 06:32,5.76,5,Medium,Van
Dublin 8,Dublin 2,28-02-2024 11:17,28-02-2024 11:32,28-02-2024 11:38,28-02-2024 11:37,1.49,3,High,Bike
Dublin 4,Dublin 12,15-01-2024 06:38,15-01-2024 06:46,15-01-2024 07:03,15-01-2024 07:03,6.92,8,Medium,Car
Dublin 14,Dublin 12,19-02-2024 06:13,19-02-2024 06:26,19-02-2024 06:45,19-02-2024 06:47,5.89,1,Medium,Bike
Dublin 15,Dublin 2,18-02-2024 03:59,18-02-2024 04:07,18-02-2024 04:40,18-02-2024 04:49,11.62,3,Medium,Van
Dublin 2,Dublin 1,20-02-2024 04:21,20-02-2024 04:36,20-02-2024 04:40,20-02-2024 04:40,1.58,4,Medium,Bike
Dublin 9,Dublin 14,10-02-2024 13:12,10-02-2024 13:14,10-02-2024 13:34,10-02-2024 13:36,8.75,3,Medium,Car
Dublin 14,Dublin 12,06-01-2024 09:32,06-01-2024 09:40,06-01-2024 09:53,06-01-2024 09:52,6.25,2,Low,Car
Dublin 14,Dublin 12,29-01-2024 09:12,29-01-2024 09:24,29-01-2024 09:38,29-01-2024 09:37,5.79,4,Low,Bike
Dublin 6,Dublin 15,07-01-2024 23:32,07-01-2024 23:33,08-01-2024 00:00,08-01-2024 00:04,11.86,4,Medium,Car
Dublin 1,Dublin 2,13-02-2024 07:15,13-02-2024 07:16,13-02-2024 07:19,13-02-2024 07:19,1.18,2,Low,Bike
Dublin 11,Dublin 9,05-02-2024 03:32,05-02-2024 03:40,05-02-2024 03:49,05-02-2024 03:50,3.38,4,High,Bike
Dublin 14,Dublin 4,29-02-2024 19:40,29-02-2024 19:54,29-02-2024 20:07,29-02-2024 20:07,3.8,7,Medium,Car
Dublin 14,Dublin 4,21-01-2024 14:28,21-01-2024 14:42,21-01-2024 14:52,21-01-2024 14:51,3.48,5,Low,Bike
Dublin 14,Dublin 11,18-02-2024 18:01,18-02-2024 18:08,18-02-2024 18:50,18-02-2024 18:49,10.21,4,High,Bike
Dublin 8,Dublin 6,11-01-2024 14:30,11-01-2024 14:31,11-01-2024 14:40,11-01-2024 14:40,2.48,1,High,Car
Dublin 1,Dublin 6,20-01-2024 02:11,20-01-2024 02:13,20-01-2024 02:25,20-01-2024 02:24,4.03,2,Low,Car
Dublin 1,Dublin 6,05-01-2024 08:38,05-01-2024 08:45,05-01-2024 08:55,05-01-2024 08:56,3.77,1,Medium,Car
Dublin 1,Dublin 4,16-02-2024 04:46,16-02-2024 04:51,16-02-2024 04:57,16-02-2024 04:56,3.54,3,Low,Car
Dublin 15,Dublin 9,22-01-2024 21:31,22-01-2024 21:36,22-01-2024 22:03,22-01-2024 22:07,10.46,2,High,Car
Dublin 11,Dublin 8,26-01-2024 09:04,26-01-2024 09:05,26-01-2024 09:20,26-01-2024 09:19,6.15,0,Medium,Car
Dublin 4,Dublin 11,20-02-2024 22:16,20-02-2024 22:24,20-02-2024 22:43,20-02-2024 22:45,8.47,2,Low,Car
Dublin 11,Dublin 14,30-01-2024 08:17,30-01-2024 08:29,30-01-2024 09:05,30-01-2024 09:07,10.61,5,Medium,Bike
Dublin 14,Dublin 12,23-01-2024 06:24,23-01-2024 06:38,23-01-2024 06:49,23-01-2024 06:48,6.72,6,Low,Bike
Dublin 12,Dublin 1,21-02-2024 12:33,21-02-2024 12:40,21-02-2024 12:59,21-02-2024 12:56,5.9,1,High,Bike
Dublin 6,Dublin 8,19-01-2024 20:11,19-01-2024 20:17,19-01-2024 20:24,19-01-2024 20:24,3.46,5,Medium,Van
Dublin 2,Dublin 14,18-01-2024 16:06,18-01-2024 16:07,18-01-2024 16:14,18-01-2024 16:13,3.92,1,Low,Car
Dublin 2,Dublin 6,23-02-2024 19:35,23-02-2024 19:47,23-02-2024 19:54,23-02-2024 19:53,2.03,3,Medium,Bike
Dublin 9,Dublin 8,02-01-2024 17:29,02-01-2024 17:33,02-01-2024 17:45,02-01-2024 17:46,4.55,2,High,Bike
Dublin 12,Dublin 6,25-02-2024 08:20,25-02-2024 08:32,25-02-2024 08:39,25-02-2024 08:39,4.71,4,Low,Car
Dublin 8,Dublin 11,12-02-2024 18:32,12-02-2024 18:41,12-02-2024 18:59,12-02-2024 18:57,5.89,1,Medium,Bike
Dublin 12,Dublin 2,13-02-2024 01:37,13-02-2024 01:50,13-02-2024 02:05,13-02-2024 02:06,5.81,3,High,Bike
Dublin 11,Dublin 1,21-02-2024 12:51,21-02-2024 13:05,21-02-2024 13:17,21-02-2024 13:15,4.61,5,Low,Bike
Dublin 15,Dublin 11,28-01-2024 04:51,28-01-2024 04:54,28-01-2024 05:09,28-01-2024 05:09,6.15,1,Low,Car
Dublin 6,Dublin 12,20-02-2024 10:53,20-02-2024 11:04,20-02-2024 11:23,20-02-2024 11:25,4.98,1,High,Car
Dublin 12,Dublin 4,02-02-2024 09:20,02-02-2024 09:23,02-02-2024 09:35,02-02-2024 09:34,6.22,2,Low,Bike
Dublin 14,Dublin 1,18-02-2024 00:34,18-02-2024 00:35,18-02-2024 01:03,18-02-2024 01:03,5.96,4,High,Van
Dublin 1,Dublin 11,13-01-2024 20:21,13-01-2024 20:35,13-01-2024 20:54,13-01-2024 20:55,5.32,3,Medium,Bike
Dublin 6,Dublin 14,11-02-2024 20:10,11-02-2024 20:16,11-02-2024 20:20,11-02-2024 20:20,1.95,0,Low,Van
Dublin 12,Dublin 1,01-01-2024 22:26,01-01-2024 22:35,01-01-2024 22:54,01-01-2024 22:53,5.01,2,Medium,Car
Dublin 8,Dublin 14,27-01-2024 10:16,27-01-2024 10:17,27-01-2024 10:28,27-01-2024 10:27,4.97,5,Medium,Car
Dublin 4,Dublin 2,10-01-2024 02:24,10-01-2024 02:33,10-01-2024 02:38,10-01-2024 02:39,2.02,7,Low,Car
Dublin 9,Dublin 8,06-02-2024 11:02,06-02-2024 11:04,06-02-2024 11:20,06-02-2024 11:17,5.7,4,Medium,Car
Dublin 6,Dublin 8,08-01-2024 16:06,08-01-2024 16:17,08-01-2024 16:24,08-01-2024 16:23,2.25,2,High,Bike
Dublin 11,Dublin 14,13-02-2024 15:50,13-02-2024 15:51,13-02-2024 16:17,13-02-2024 16:20,11.14,1,Medium,Bike
Dublin 11,Dublin 9,21-02-2024 20:07,21-02-2024 20:21,21-02-2024 20:29,21-02-2024 20:28,2.79,3,High,Van
Dublin 6,Dublin 15,13-02-2024 14:44,13-02-2024 14:49,13-02-2024 15:22,13-02-2024 15:23,11.89,2,Low,Van
Dublin 14,Dublin 15,01-03-2024 05:39,01-03-2024 05:40,01-03-2024 06:03,01-03-2024 06:02,14.4,2,Low,Bike
Dublin 6,Dublin 15,14-01-2024 10:59,14-01-2024 11:12,14-01-2024 11:45,14-01-2024 11:44,11.86,1,High,Van
Dublin 8,Dublin 4,21-02-2024 15:59,21-02-2024 16:03,21-02-2024 16:12,21-02-2024 16:13,4.15,2,Medium,Car
Dublin 14,Dublin 9,05-02-2024 06:31,05-02-2024 06:44,05-02-2024 07:03,05-02-2024 07:04,8.78,6,Medium,Car
Dublin 2,Dublin 14,01-02-2024 19:32,01-02-2024 19:33,01-02-2024 19:42,01-02-2024 19:41,3.51,2,Low,Bike
Dublin 15,Dublin 11,31-01-2024 00:58,31-01-2024 00:59,31-01-2024 01:15,31-01-2024 01:15,7.18,3,Medium,Car
Dublin 6,Dublin 9,20-02-2024 16:07,20-02-2024 16:14,20-02-2024 16:29,20-02-2024 16:27,6.27,4,Medium,Car
Dublin 2,Dublin 15,28-01-2024 05:15,28-01-2024 05:28,28-01-2024 06:02,28-01-2024 05:59,12.06,6,Low,Bike
Dublin 11,Dublin 4,05-02-2024 19:08,05-02-2024 19:14,05-02-2024 19:43,05-02-2024 19:40,8.21,0,Medium,Van
Dublin 12,Dublin 9,25-01-2024 21:18,25-01-2024 21:20,25-01-2024 21:45,25-01-2024 21:42,10.08,6,Low,Car
Dublin 14,Dublin 11,10-01-2024 17:38,10-01-2024 17:39,10-01-2024 17:59,10-01-2024 17:59,10.3,4,Low,Car
Dublin 9,Dublin 11,02-01-2024 10:57,02-01-2024 11:02,02-01-2024 11:10,02-01-2024 11:10,3.82,4,Medium,Car
Dublin 14,Dublin 6,22-02-2024 09:27,22-02-2024 09:36,22-02-2024 09:42,22-02-2024 09:42,2.84,4,Low,Bike
Dublin 8,Dublin 12,14-01-2024 14:47,14-01-2024 14:49,14-01-2024 14:58,14-01-2024 14:58,3.67,5,Low,Bike
Dublin 2,Dublin 9,24-01-2024 05:50,24-01-2024 05:54,24-01-2024 06:06,24-01-2024 06:07,4.57,2,Medium,Car
Dublin 12,Dublin 2,13-01-2024 15:58,13-01-2024 16:03,13-01-2024 16:14,13-01-2024 16:15,5.21,3,Low,Van
Dublin 11,Dublin 9,10-02-2024 09:40,10-02-2024 09:46,10-02-2024 09:56,10-02-2024 09:56,4.61,3,Medium,Car
Dublin 15,Dublin 4,28-01-2024 16:18,28-01-2024 16:24,28-01-2024 16:57,28-01-2024 16:55,14.18,3,Medium,Car
Dublin 4,Dublin 11,30-01-2024 09:10,30-01-2024 09:15,30-01-2024 09:35,30-01-2024 09:36,8.17,0,Medium,Van
Dublin 6,Dublin 9,04-02-2024 13:30,04-02-2024 13:35,04-02-2024 14:02,04-02-2024 14:03,7.27,4,High,Bike
Dublin 15,Dublin 6,24-02-2024 05:44,24-02-2024 05:53,24-02-2024 06:14,24-02-2024 06:15,12.2,2,Low,Bike
Dublin 12,Dublin 6,10-02-2024 05:49,10-02-2024 06:02,10-02-2024 06:09,10-02-2024 06:09,4.09,1,Low,Van
Dublin 11,Dublin 12,14-01-2024 00:02,14-01-2024 00:13,14-01-2024 00:37,14-01-2024 00:36,7.68,4,Medium,Bike
Dublin 11,Dublin 2,11-02-2024 05:00,11-02-2024 05:10,11-02-2024 05:27,11-02-2024 05:26,6.04,3,Medium,Car
Dublin 11,Dublin 14,04-01-2024 16:18,04-01-2024 16:31,04-01-2024 17:02,04-01-2024 17:00,10.4,2,High,Van
Dublin 15,Dublin 2,11-01-2024 06:55,11-01-2024 07:08,11-01-2024 07:29,11-01-2024 07:28,11.44,2,Low,Bike
Dublin 15,Dublin 1,21-02-2024 14:22,21-02-2024 14:33,21-02-2024 15:01,21-02-2024 15:01,10.2,3,Medium,Car
Dublin 11,Dublin 2,02-01-2024 07:02,02-01-2024 07:04,02-01-2024 07:16,02-01-2024 07:18,6.28,3,Low,Car
Dublin 15,Dublin 6,10-02-2024 21:49,10-02-2024 21:55,10-02-2024 22:20,10-02-2024 22:22,11.35,5,Medium,Car
Dublin 14,Dublin 4,01-02-2024 17:35,01-02-2024 17:36,01-02-2024 17:46,01-02-2024 17:46,3.18,2,Medium,Van
Dublin 2,Dublin 4,02-02-2024 00:56,02-02-2024 01:01,02-02-2024 01:06,02-02-2024 01:06,2.35,2,Medium,Car
